SEX;SCORED_1_LINE;SCORED_2_LINE;SCORED;DEFENCE_0;DEFENCE_1;DEFENCE_2;DEFENCE_3;DEFENCE;GIVEN_POINT;FRAME;LANDING;LINE;OTHER_ERRORS;OVERTURNING_FAILED;ENGAGE_FAILED;SWITCH_FAILED;CONSTRUCTION_FAILED;OTHER_FOULS;FOUL;TOTAL_SHOT_1_LINE;TOTAL_SHOT_2_LINE;TOTAL_SHOT;%SHOT_SCORED_1_LINE;%SHOT_SCORED_2_LINE;%SHOT_SCORED;CAUGHT_1_LINE;CAUGHT_2_LINE;DEFENSIVE_TOUCH;CAUGHT;DROPPED;TOTAL_DEFENCE;%SHOT_DEFENDED;MIN;PPM;DPM;TRUE_POINTS;TPPM;%TRUE_SHOT_SCORED;POINT_ON_TEAM;DEFENCE_ON _TEAM;TRUE_POINT_ON_TEAM;VAL_OFF;VAL_DEF;VAL;VALPM;VAL_ON_TEAM;ROLE
0;;;2;;;;;4;0;0;;;;;;;;;;;;6;;;33;;;;0;1;;;15.0;0.13333333333333333;0.0;2;0.13333333333333333;0.3333333333333333;0.047619047619047616;0.0;0.05263157894736842;;;0.7;0.04666666666666666;0.012433392539964476;Wing
0;;;8;;;;;5;2;0;;;;;;;;;;;;15;;;53;;;;7;3;;;38.5;0.2077922077922078;0.18181818181818182;6;0.15584415584415584;0.4;0.19047619047619047;0.25;0.15789473684210525;;;11.9;0.3090909090909091;0.21136767317939611;Wing
1;;;5;;;;;6;0;0;;;;;;;;;;;;11;;;45;;;;2;1;;;45.0;0.1111111111111111;0.044444444444444446;5;0.1111111111111111;0.45454545454545453;0.11904761904761904;0.07142857142857142;0.13157894736842105;;;5.699.999.999.999.990;0.12666666666666665;0.10124333925399644;Wing
1;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;1;0;;;15.0;0.0;0.06666666666666667;0;0.0;0.0;0.0;0.03571428571428571;0.0;;;1.0;0.06666666666666667;0.017761989342806397;Pivot
0;;;4;;;;;7;1;0;;;;;;;;;;;;12;;;33;;;;0;3;;;30.0;0.13333333333333333;0.0;3;0.1;0.25;0.09523809523809523;0.0;0.07894736842105263;;;0.09999999999999987;0.0033333333333333288;0.0017761989342806371;Wing
0;;;12;;;;;4;1;1;;;;;;;;;;;;18;;;67;;;;2;1;;;36.833.333.333.333.300;0.32579185520361986;0.054298642533936646;11;0.2986425339366516;0.6111111111111112;0.2857142857142857;0.07142857142857142;0.2894736842105263;;;11.85;0.32171945701357463;0.21047957371225579;Wing
0;;;1;;;;;1;0;0;;;;;;;;;;;;2;;;50;;;;12;2;;;45.0;0.022222222222222223;0.26666666666666666;1;0.022222222222222223;0.5;0.017543859649122806;0.32432432432432434;0.017857142857142856;;;14.2;0.31555555555555553;0.15990990990990997;Pivot
0;;;12;;;;;4;0;0;;;;;;;;;;;;16;;;75;;;;2;0;;;33.166.666.666.666.600;0.36180904522613067;0.06030150753768845;12;0.36180904522613067;0.75;0.21052631578947367;0.05405405405405406;0.21428571428571427;;;13.6;0.4100502512562814;0.1531531531531532;Wing
0;;;14;;;;;5;1;1;;;;;;;;;;;;21;;;67;;;;2;0;;;26.666.666.666.666.600;0.525;0.07500000000000001;13;0.48750000000000004;0.6190476190476191;0.24561403508771928;0.05405405405405406;0.23214285714285715;;;14.15;0.530625;0.1593468468468469;Wing
0;;;9;;;;;6;0;0;;;;;;;;;;;;15;;;60;;;;2;2;;;27.166.666.666.666.600;0.33128834355828224;0.0736196319018405;9;0.33128834355828224;0.6;0.15789473684210525;0.05405405405405406;0.16071428571428573;;;9.2;0.33865030674846625;0.10360360360360363;Wing
0;;;8;;;;;6;0;3;;;;;;;;;;;;17;;;47;;;;8;1;;;36.166.666.666.666.600;0.22119815668202766;0.22119815668202766;8;0.22119815668202766;0.47058823529411764;0.14035087719298245;0.21621621621621623;0.14285714285714285;;;15.149.999.999.999.900;0.41889400921658987;0.17060810810810814;Wing
0;;;8;;;;;2;0;2;;;;;;;;;;;;12;;;67;;;;0;0;;;30.5;0.26229508196721313;0.0;8;0.26229508196721313;0.6666666666666666;0.14035087719298245;0.0;0.14285714285714285;;;7.1;0.23278688524590163;0.07995495495495498;Wing
0;;;1;;;;;1;0;1;;;;;;;;;;;;3;;;33;;;;4;1;;;45.0;0.022222222222222223;0.08888888888888889;1;0.022222222222222223;0.3333333333333333;0.017543859649122806;0.10810810810810811;0.017857142857142856;;;4.85;0.10777777777777776;0.054617117117117135;Pivot
0;;;4;;;;;2;0;1;;;;;;;;;;;;7;;;57;;;;0;1;;;26.333.333.333.333.300;0.1518987341772152;0.0;4;0.1518987341772152;0.5714285714285714;0.07017543859649122;0.0;0.07142857142857142;;;2.85;0.10822784810126583;0.03209459459459461;Wing
1;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;7;1;;;45.0;0.0;0.15555555555555556;0;0.0;0.0;0.0;0.1891891891891892;0.0;;;7.7;0.1711111111111111;0.08671171171171174;Pivot
1;;;3;;;;;6;1;1;;;;;;;;;;;;11;;;27;;;;3;5;;;45;0.06666666666666667;0.06666666666666667;2;0.044444444444444446;0.18181818181818182;0.08333333333333333;0.10714285714285714;0.07142857142857142;;;16.499.999.999.999.900;0.03666666666666665;0.04130162703379223;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;2;5;;;45;0.0;0.044444444444444446;0;0.0;;0.0;0.07142857142857142;0.0;;;-0.10000000000000009;-0.0022222222222222244;-0.0025031289111389263;Pivot
0;;;0;;;;;6;0;0;;;;;;;;;;;;6;;;0;;;;4;3;;;45;0.0;0.08888888888888889;0;0.0;0.0;0.0;0.14285714285714285;0.0;;;20.999.999.999.999.900;0.04666666666666666;0.052565707133917394;Wing
0;;;2;;;;;4;0;0;;;;;;;;;;;;6;;;33;;;;8;4;;;45;0.044444444444444446;0.17777777777777778;2;0.044444444444444446;0.3333333333333333;0.05555555555555555;0.2857142857142857;0.07142857142857142;;;8.799.999.999.999.990;0.19555555555555554;0.2202753441802253;Pivot
0;;;13;;;;;5;4;1;;;;;;;;;;;;23;;;57;;;;3;7;;;45;0.28888888888888886;0.06666666666666667;9;0.2;0.391304347826087;0.3611111111111111;0.10714285714285714;0.32142857142857145;;;7.85;0.17444444444444443;0.19649561952440553;Wing
0;;;1;;;;;2;2;0;;;;;;;;;;;;5;;;20;;;;7;1;;;45;0.022222222222222223;0.15555555555555556;-1;-0.022222222222222223;-0.2;0.027777777777777776;0.25;-0.03571428571428571;;;6.5;0.14444444444444443;0.16270337922403005;Pivot
0;;;17;;;;;14;1;1;;;;;;;;;;;;33;;;52;;;;1;2;;;45;0.37777777777777777;0.022222222222222223;16;0.35555555555555557;0.48484848484848486;0.4722222222222222;0.03571428571428571;0.5714285714285714;;;13.149.999.999.999.900;0.2922222222222222;0.32916145181476847;Wing
0;;;8;;;;;12;1;6;;;;;;;;;;;;27;;;30;;;;1;5;;;45.0;0.17777777777777778;0.022222222222222223;7;0.15555555555555556;0.25925925925925924;0.27586206896551724;0.058823529411764705;0.30434782608695654;;;17.999.999.999.999.900;0.039999999999999994;0.08333333333333333;Wing
0;;;8;;;;;13;1;1;;;;;;;;;;;;23;;;35;;;;8;5;;;45.0;0.17777777777777778;0.17777777777777778;7;0.15555555555555556;0.30434782608695654;0.27586206896551724;0.47058823529411764;0.30434782608695654;;;11.25;0.25;0.5208333333333334;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;1;1;;;30.0;0.0;0.03333333333333333;0;0.0;;0.0;0.058823529411764705;0.0;;;0.7;0.02333333333333333;0.032407407407407406;Pivot
0;;;7;;;;;6;2;0;;;;;;;;;;;;15;;;47;;;;1;1;;;30.0;0.23333333333333334;0.03333333333333333;5;0.16666666666666666;0.3333333333333333;0.2413793103448276;0.058823529411764705;0.21739130434782608;;;4.5;0.15;0.20833333333333334;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;1;2;;;30.0;0.0;0.03333333333333333;0;0.0;;0.0;0.058823529411764705;0.0;;;0.19999999999999996;0.006666666666666665;0.009259259259259259;Pivot
0;;;1;;;;;0;0;0;;;;;;;;;;;;1;;;100;;;;1;0;;;30.0;0.03333333333333333;0.03333333333333333;1;0.03333333333333333;1.0;0.034482758620689655;0.058823529411764705;0.043478260869565216;;;2.2;0.07333333333333333;0.10185185185185187;Pivot
1;;;0;;;;;2;0;0;;;;;;;;;;;;2;;;0;;;;2;1;;;30.0;0.0;0.06666666666666667;0;0.0;0.0;0.0;0.11764705882352941;0.0;;;1.5;0.05;0.06944444444444445;Pivot
0;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;7;;;22.333.333.333.333.300;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-3.5;-0.15671641791044777;-0.16203703703703706;Pivot
1;;;1;;;;;3;0;0;;;;;;;;;;;;4;;;25;;;;2;0;;;22.666.666.666.666.600;0.044117647058823525;0.08823529411764705;1;0.044117647058823525;0.25;0.034482758620689655;0.11764705882352941;0.043478260869565216;;;2.8;0.12352941176470587;0.12962962962962962;Pivot
0;;;4;;;;;3;2;1;;;;;;;;;;;;10;;;40;;;;0;2;;;30.0;0.13333333333333333;0.0;2;0.06666666666666667;0.2;0.13793103448275862;0.0;0.08695652173913043;;;0.1499999999999999;0.004999999999999997;0.006944444444444441;Wing
0;;;10;;;;;2;2;0;;;;;;;;;;;;14;;;71;;;;14;2;;;45.0;0.2222222222222222;0.3111111111111111;8;0.17777777777777778;0.5714285714285714;0.18867924528301888;0.358974358974359;0.18181818181818182;;;23.4;0.52;0.32320441988950277;Wing
0;;;4;;;;;4;1;0;;;;;;;;;;;;9;;;44;;;;1;5;;;30.0;0.13333333333333333;0.03333333333333333;3;0.1;0.3333333333333333;0.07547169811320754;0.02564102564102564;0.06818181818181818;;;0.9000000000000001;0.030000000000000006;0.01243093922651934;Wing
1;;;4;;;;;1;1;0;;;;;;;;;;;;6;;;67;;;;0;4;;;23.749.999.999.999.900;0.16842105263157897;0.0;3;0.12631578947368424;0.5;0.07547169811320754;0.0;0.06818181818181818;;;0.7999999999999998;0.03368421052631579;0.011049723756906077;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;6;;;22.0;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-3.0;-0.13636363636363635;-0.041436464088397795;Pivot
1;;;8;;;;;1;1;0;;;;;;;;;;;;10;;;80;;;;4;2;;;45.0;0.17777777777777778;0.08888888888888889;7;0.15555555555555556;0.7;0.1509433962264151;0.10256410256410256;0.1590909090909091;;;10.6;0.23555555555555555;0.14640883977900554;Wing
0;;;2;;;;;1;0;1;;;;;;;;;;;;4;;;50;;;;3;3;;;23.0;0.08695652173913043;0.13043478260869565;2;0.08695652173913043;0.5;0.03773584905660377;0.07692307692307693;0.045454545454545456;;;36.499.999.999.999.900;0.15869565217391302;0.050414364640883974;Wing
1;;;2;;;;;2;2;0;;;;;;;;;;;;6;;;33;;;;0;0;;;15.0;0.13333333333333333;0.0;0;0.0;0.0;0.03773584905660377;0.0;0.0;;;-0.4;-0.02666666666666667;-0.005524861878453039;Wing
1;;;6;;;;;5;0;0;;;;;;;;;;;;11;;;55;;;;10;1;;;45.0;0.13333333333333333;0.2222222222222222;6;0.13333333333333333;0.5454545454545454;0.11320754716981132;0.2564102564102564;0.13636363636363635;;;16.5;0.36666666666666664;0.22790055248618787;Wing
0;;;13;;;;;0;2;1;;;;;;;;;;;;16;;;81;;;;6;0;;;45.0;0.28888888888888886;0.13333333333333333;11;0.24444444444444444;0.6875;0.24528301886792453;0.15384615384615385;0.25;;;17.95;0.39888888888888885;0.24792817679558013;Wing
0;;;4;;;;;1;0;0;;;;;;;;;;;;5;;;80;;;;1;6;;;21.249.999.999.999.900;0.18823529411764708;0.04705882352941177;4;0.18823529411764708;0.8;0.07547169811320754;0.02564102564102564;0.09090909090909091;;;19.999.999.999.999.900;0.09411764705882353;0.027624309392265192;Pivot
0;;;16;;;;;6;3;1;;;;;;;;;;;;26;;;62;;;;2;6;;;45.0;0.35555555555555557;0.044444444444444446;13;0.28888888888888886;0.5;0.5333333333333333;0.18181818181818182;0.6842105263157895;;;10.950.000.000.000.000;0.24333333333333335;0.948051948051948;Wing
0;;;6;;;;;6;0;2;;;;;;;;;;;;14;;;43;;;;4;4;;;4.033.333.333.333.330;0.1487603305785124;0.09917355371900828;6;0.1487603305785124;0.42857142857142855;0.2;0.36363636363636365;0.3157894736842105;;;7.1;0.17603305785123968;0.6147186147186147;Wing
1;;;1;;;;;0;0;2;;;;;;;;;;;;3;;;33;;;;0;2;;;30.0;0.03333333333333333;0.0;1;0.03333333333333333;0.3333333333333333;0.03333333333333333;0.0;0.05263157894736842;;;-0.5;-0.016666666666666666;-0.04329004329004329;Pivot
0;;;3;;;;;11;4;1;;;;;;;;;;;;19;;;16;;;;0;4;;;41.0;0.07317073170731707;0.0;-1;-0.024390243902439025;-0.05263157894736842;0.1;0.0;-0.05263157894736842;;;-5.45;-0.1329268292682927;-0.47186147186147187;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;2;;;30.0;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-1.0;-0.03333333333333333;-0.08658008658008658;Pivot
0;;;1;;;;;1;1;0;;;;;;;;;;;;3;;;33;;;;0;0;;;30.0;0.03333333333333333;0.0;0;0.0;0.0;0.03333333333333333;0.0;0.0;;;-0.2;-0.006666666666666667;-0.017316017316017316;Pivot
1;;;1;;;;;1;0;0;;;;;;;;;;;;2;;;50;;;;3;0;;;30.0;0.03333333333333333;0.1;1;0.03333333333333333;0.5;0.03333333333333333;0.2727272727272727;0.05263157894736842;;;43.999.999.999.999.900;0.14666666666666664;0.3809523809523809;Pivot
0;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;4;;;19.666.666.666.666.600;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-2.0;-0.1016949152542373;-0.17316017316017315;Pivot
1;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;1;1;;;19.0;0.0;0.05263157894736842;0;0.0;0.0;0.0;0.09090909090909091;0.0;;;0.5;0.02631578947368421;0.04329004329004329;Pivot
0;;;2;;;;;6;3;1;;;;;;;;;;;;12;;;17;;;;1;2;;;30.0;0.06666666666666667;0.03333333333333333;-1;-0.03333333333333333;-0.08333333333333333;0.06666666666666667;0.09090909090909091;-0.05263157894736842;;;-2.25;-0.075;-0.1948051948051948;Wing
1;;;4;;;;;1;1;1;;;;;;;;;;;;7;;;57;;;;7;4;;;45;0.08888888888888889;0.15555555555555556;3;0.06666666666666667;0.42857142857142855;0.08163265306122448;0.21875;0.07142857142857142;;;8.95;0.19888888888888887;0.14105594956658785;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;2;5;;;45;0.0;0.044444444444444446;0;0.0;;0.0;0.0625;0.0;;;-0.10000000000000009;-0.0022222222222222244;-0.00157604412923562;Pivot
0;;;1;;;;;0;0;0;;;;;;;;;;;;1;;;100;;;;2;1;;;45;0.022222222222222223;0.044444444444444446;1;0.022222222222222223;1.0;0.02040816326530612;0.0625;0.023809523809523808;;;2.9;0.06444444444444444;0.045705279747832936;Pivot
0;;;3;;;;;0;0;1;;;;;;;;;;;;4;;;75;;;;8;1;;;45;0.06666666666666667;0.17777777777777778;3;0.06666666666666667;0.75;0.061224489795918366;0.25;0.07142857142857142;;;11.85;0.2633333333333333;0.1867612293144208;Pivot
0;;;14;;;;;1;4;1;;;;;;;;;;;;20;;;70;;;;2;6;;;45;0.3111111111111111;0.044444444444444446;10;0.2222222222222222;0.5;0.2857142857142857;0.0625;0.23809523809523808;;;8.950.000.000.000.000;0.19888888888888892;0.14105594956658787;Wing
0;;;7;;;;;5;1;0;;;;;;;;;;;;13;;;54;;;;7;5;;;45;0.15555555555555556;0.15555555555555556;6;0.13333333333333333;0.46153846153846156;0.14285714285714285;0.21875;0.14285714285714285;;;10.9;0.24222222222222223;0.17178881008668243;Wing
0;;;20;;;;;4;1;4;;;;;;;;;;;;29;;;69;;;;4;4;;;45;0.4444444444444444;0.08888888888888889;19;0.4222222222222222;0.6551724137931034;0.40816326530612246;0.125;0.4523809523809524;;;20.0;0.4444444444444444;0.31520882584712373;Wing
0;;;9;;;;;4;0;0;;;;;;;;;;;;13;;;69;;;;6;3;;;45.0;0.2;0.13333333333333333;9;0.2;0.6923076923076923;0.25;0.23076923076923078;0.2903225806451613;;;13.899.999.999.999.900;0.3088888888888889;0.33016627078384797;Pivot
0;;;11;;;;;6;3;1;;;;;;;;;;;;21;;;52;;;;2;1;;;45.0;0.24444444444444444;0.044444444444444446;8;0.17777777777777778;0.38095238095238093;0.3055555555555556;0.07692307692307693;0.25806451612903225;;;8.45;0.18777777777777777;0.2007125890736342;Wing
0;;;6;;;;;6;1;1;;;;;;;;;;;;14;;;43;;;;2;9;;;3.433.333.333.333.330;0.1747572815533981;0.05825242718446603;5;0.14563106796116507;0.35714285714285715;0.16666666666666666;0.07692307692307693;0.16129032258064516;;;14.499.999.999.999.900;0.04223300970873786;0.0344418052256532;Wing
0;;;2;;;;;3;0;1;;;;;;;;;;;;6;;;33;;;;0;1;;;28.249.999.999.999.900;0.07079646017699116;0.0;2;0.07079646017699116;0.3333333333333333;0.05555555555555555;0.0;0.06451612903225806;;;0.6499999999999999;0.023008849557522127;0.015439429928741092;Wing
0;;;4;;;;;7;1;1;;;;;;;;;;;;13;;;31;;;;2;3;;;27.416.666.666.666.600;0.14589665653495443;0.07294832826747721;3;0.10942249240121582;0.23076923076923078;0.1111111111111111;0.07692307692307693;0.0967741935483871;;;2.25;0.08206686930091187;0.053444180522565325;Wing
0;;;0;;;;;5;0;0;;;;;;;;;;;;5;;;0;;;;5;2;;;45.0;0.0;0.1111111111111111;0;0.0;0.0;0.0;0.19230769230769232;0.0;;;4.0;0.08888888888888889;0.09501187648456058;Pivot
0;;;4;;;;;2;0;0;;;;;;;;;;;;6;;;67;;;;2;6;;;45.0;0.08888888888888889;0.044444444444444446;4;0.08888888888888889;0.6666666666666666;0.1111111111111111;0.07692307692307693;0.12903225806451613;;;3.0;0.06666666666666667;0.07125890736342044;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;7;0;;;45.0;0.0;0.15555555555555556;0;0.0;;0.0;0.2692307692307692;0.0;;;8.4;0.18666666666666668;0.19952494061757722;Pivot
1;;;0;;;;;2;0;0;;;;;;;;;;;;2;;;0;;;;1;2;;;15;0.0;0.06666666666666667;0;0.0;0.0;0.0;0.030303030303030304;0.0;;;-0.19999999999999996;-0.01333333333333333;-0.003192338387869114;Pivot
0;;;9;;;;;6;1;1;;;;;;;;;;;;17;;;53;;;;20;0;;;45;0.2;0.4444444444444444;8;0.17777777777777778;0.47058823529411764;0.1836734693877551;0.6060606060606061;0.20512820512820512;;;30.55;0.6788888888888889;0.48762968874700724;Pivot
0;;;4;;;;;5;2;0;;;;;;;;;;;;11;;;36;;;;1;7;;;45;0.08888888888888889;0.022222222222222223;2;0.044444444444444446;0.18181818181818182;0.08163265306122448;0.030303030303030304;0.05128205128205128;;;-1.3;-0.02888888888888889;-0.020750199521149246;Wing
0;;;10;;;;;6;3;0;;;;;;;;;;;;19;;;53;;;;2;3;;;45;0.2222222222222222;0.044444444444444446;7;0.15555555555555556;0.3684210526315789;0.20408163265306123;0.06060606060606061;0.1794871794871795;;;6.699.999.999.999.990;0.14888888888888888;0.10694333599361533;Wing
0;;;12;;;;;3;0;0;;;;;;;;;;;;15;;;80;;;;2;1;;;45;0.26666666666666666;0.044444444444444446;12;0.26666666666666666;0.8;0.24489795918367346;0.06060606060606061;0.3076923076923077;;;13.3;0.29555555555555557;0.21229050279329614;Wing
1;;;0;;;;;1;1;0;;;;;;;;;;;;2;;;0;;;;3;0;;;30;0.0;0.1;-1;-0.03333333333333333;-0.5;0.0;0.09090909090909091;-0.02564102564102564;;;23.999.999.999.999.900;0.07999999999999999;0.03830806065442936;Pivot
0;;;5;;;;;1;2;2;;;;;;;;;;;;10;;;50;;;;2;1;;;45;0.1111111111111111;0.044444444444444446;3;0.06666666666666667;0.3;0.10204081632653061;0.06060606060606061;0.07692307692307693;;;4.199.999.999.999.990;0.09333333333333332;0.0670391061452514;Wing
0;;;9;;;;;2;1;0;;;;;;;;;;;;12;;;75;;;;2;6;;;45;0.2;0.044444444444444446;8;0.17777777777777778;0.6666666666666666;0.1836734693877551;0.06060606060606061;0.20512820512820512;;;7.0;0.15555555555555556;0.11173184357541902;Wing
0;;;5;;;;;12;1;1;;;;;;;;;;;;19;;;26;;;;3;2;;;31.499.999.999.999.900;0.15873015873015878;0.09523809523809526;4;0.126984126984127;0.21052631578947367;0.2777777777777778;0.23076923076923078;0.6666666666666666;;;39.499.999.999.999.900;0.1253968253968254;7.900.000.000.000.000;Wing
0;;;3;;;;;9;0;0;;;;;;;;;;;;12;;;25;;;;0;4;;;30.0;0.1;0.0;3;0.1;0.25;0.16666666666666666;0.0;0.5;;;-0.8;-0.02666666666666667;-16.000.000.000.000.000;Wing
0;;;3;;;;;10;1;1;;;;;;;;;;;;15;;;20;;;;3;0;;;28.5;0.10526315789473684;0.10526315789473684;2;0.07017543859649122;0.13333333333333333;0.16666666666666666;0.23076923076923078;0.3333333333333333;;;33.499.999.999.999.900;0.1175438596491228;6.700.000.000.000.000;Wing
1;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;1;1;;;15.0;0.0;0.06666666666666667;0;0.0;0.0;0.0;0.07692307692307693;0.0;;;0.5;0.03333333333333333;10.000.000.000.000.000;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;1;1;;;30.0;0.0;0.03333333333333333;0;0.0;;0.0;0.07692307692307693;0.0;;;0.7;0.02333333333333333;14.000.000.000.000.000;Pivot
0;;;1;;;;;3;2;0;;;;;;;;;;;;6;;;17;;;;0;4;;;30.0;0.03333333333333333;0.0;-1;-0.03333333333333333;-0.16666666666666666;0.05555555555555555;0.0;-0.16666666666666666;;;-3.6;-0.12000000000000001;-7.200.000.000.000.000;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;2;2;;;30.0;0.0;0.06666666666666667;0;0.0;;0.0;0.15384615384615385;0.0;;;1.4;0.04666666666666666;2.800.000.000.000.000;Pivot
0;;;0;;;;;3;2;0;;;;;;;;;;;;5;;;0;;;;0;3;;;28.5;0.0;0.0;-2;-0.07017543859649122;-0.4;0.0;0.0;-0.3333333333333333;;;-4.1;-0.143859649122807;-8.200.000.000.000.000;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;1;;;30.0;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-0.5;-0.016666666666666666;-10.000.000.000.000.000;Pivot
0;;;3;;;;;7;4;0;;;;;;;;;;;;14;;;21;;;;2;1;;;31.499.999.999.999.900;0.09523809523809526;0.0634920634920635;-1;-0.03174603174603175;-0.07142857142857142;0.16666666666666666;0.15384615384615385;-0.16666666666666666;;;-0.5000000000000004;-0.01587301587301589;-10.000.000.000.000.000;Wing
0;;;3;;;;;8;2;0;;;;;;;;;;;;13;;;23;;;;1;1;;;30.0;0.1;0.03333333333333333;1;0.03333333333333333;0.07692307692307693;0.16666666666666666;0.07692307692307693;0.16666666666666666;;;0.09999999999999987;0.0033333333333333288;0.19999999999999982;Wing
1;;;4;;;;;0;2;1;;;;;;;;;;;;7;;;57;;;;0;2;;;30;0.13333333333333333;0.0;2;0.06666666666666667;0.2857142857142857;0.08163265306122448;0.0;0.044444444444444446;;;0.75;0.025;0.00815217391304348;Pivot
0;;;4;;;;;2;0;1;;;;;;;;;;;;7;;;57;;;;24;2;;;45;0.08888888888888889;0.5333333333333333;4;0.08888888888888889;0.5714285714285714;0.08163265306122448;0.4528301886792453;0.08888888888888889;;;31.15;0.6922222222222222;0.33858695652173915;Pivot
0;;;5;;;;;2;0;2;;;;;;;;;;;;9;;;56;;;;11;4;;;45;0.1111111111111111;0.24444444444444444;5;0.1111111111111111;0.5555555555555556;0.10204081632653061;0.20754716981132076;0.1111111111111111;;;15.299.999.999.999.900;0.33999999999999997;0.16630434782608697;Wing
0;;;4;;;;;1;1;0;;;;;;;;;;;;6;;;67;;;;2;2;;;30;0.13333333333333333;0.06666666666666667;3;0.1;0.5;0.08163265306122448;0.03773584905660377;0.06666666666666667;;;4.199.999.999.999.990;0.13999999999999999;0.04565217391304348;Wing
0;;;12;;;;;5;0;0;;;;;;;;;;;;17;;;71;;;;4;5;;;45;0.26666666666666666;0.08888888888888889;12;0.26666666666666666;0.7058823529411765;0.24489795918367346;0.07547169811320754;0.26666666666666666;;;13.3;0.29555555555555557;0.14456521739130437;Wing
1;;;3;;;;;2;0;0;;;;;;;;;;;;5;;;60;;;;6;3;;;45;0.06666666666666667;0.13333333333333333;3;0.06666666666666667;0.6;0.061224489795918366;0.11320754716981132;0.06666666666666667;;;8.299.999.999.999.990;0.1844444444444444;0.09021739130434783;Pivot
0;;;5;;;;;0;0;2;;;;;;;;;;;;7;;;71;;;;4;2;;;30;0.16666666666666666;0.13333333333333333;5;0.16666666666666666;0.7142857142857143;0.10204081632653061;0.07547169811320754;0.1111111111111111;;;8.3;0.27666666666666667;0.09021739130434785;Wing
0;;;12;;;;;1;1;0;;;;;;;;;;;;14;;;86;;;;2;5;;;45;0.26666666666666666;0.044444444444444446;11;0.24444444444444444;0.7857142857142857;0.24489795918367346;0.03773584905660377;0.24444444444444444;;;10.700.000.000.000.000;0.2377777777777778;0.11630434782608699;Wing
0;;;8;;;;;0;0;0;;;;;;;;;;;;8;;;100;;;;13;3;;;4.266.666.666.666.660;0.18749999999999997;0.30468749999999994;8;0.18749999999999997;1.0;0.16;0.35135135135135137;0.17391304347826086;;;22.1;0.51796875;0.30694444444444446;Pivot
0;;;9;;;;;1;1;1;;;;;;;;;;;;12;;;75;;;;3;1;;;30.333.333.333.333.300;0.2967032967032967;0.09890109890109891;8;0.26373626373626374;0.6666666666666666;0.18;0.08108108108108109;0.17391304347826086;;;10.649.999.999.999.900;0.3510989010989011;0.14791666666666664;Wing
0;;;4;;;;;0;1;2;;;;;;;;;;;;7;;;57;;;;0;5;;;25.166.666.666.666.600;0.15894039735099338;0.0;3;0.11920529801324505;0.42857142857142855;0.08;0.0;0.06521739130434782;;;0.0;0.0;0.0;Wing
0;;;11;;;;;4;1;8;;;;;;;;;;;;24;;;46;;;;3;1;;;3.683.333.333.333.330;0.29864253393665163;0.081447963800905;10;0.2714932126696833;0.4166666666666667;0.22;0.08108108108108109;0.21739130434782608;;;10.3;0.2796380090497738;0.14305555555555557;Wing
0;;;8;;;;;13;1;2;;;;;;;;;;;;24;;;33;;;;3;7;;;45.0;0.17777777777777778;0.06666666666666667;7;0.15555555555555556;0.2916666666666667;0.16;0.08108108108108109;0.15217391304347827;;;39.999.999.999.999.900;0.08888888888888888;0.05555555555555555;Wing
0;;;1;;;;;0;0;0;;;;;;;;;;;;1;;;100;;;;6;2;;;45.0;0.022222222222222223;0.13333333333333333;1;0.022222222222222223;1.0;0.02;0.16216216216216217;0.021739130434782608;;;7.199.999.999.999.990;0.15999999999999998;0.09999999999999999;Pivot
0;;;7;;;;;3;0;1;;;;;;;;;;;;11;;;64;;;;2;1;;;45.0;0.15555555555555556;0.044444444444444446;7;0.15555555555555556;0.6363636363636364;0.14;0.05405405405405406;0.15217391304347827;;;8.05;0.1788888888888889;0.11180555555555556;Wing
