SEX;SCORED_1_LINE;SCORED_2_LINE;SCORED;DEFENCE_0;DEFENCE_1;DEFENCE_2;DEFENCE_3;DEFENCE;GIVEN_POINT;FRAME;LANDING;LINE;OTHER_ERRORS;OVERTURNING_FAILED;ENGAGE_FAILED;SWITCH_FAILED;CONSTRUCTION_FAILED;OTHER_FOULS;FOUL;TOTAL_SHOT_1_LINE;TOTAL_SHOT_2_LINE;TOTAL_SHOT;%SHOT_SCORED_1_LINE;%SHOT_SCORED_2_LINE;%SHOT_SCORED;CAUGHT_1_LINE;CAUGHT_2_LINE;DEFENSIVE_TOUCH;CAUGHT;DROPPED;TOTAL_DEFENCE;%SHOT_DEFENDED;MIN;PPM;DPM;TRUE_POINTS;TPPM;%TRUE_SHOT_SCORED;POINT_ON_TEAM;DEFENCE_ON _TEAM;TRUE_POINT_ON_TEAM;VAL_OFF;VAL_DEF;VAL;VALPM;VAL_ON_TEAM;ROLE
1;;;2;;;;;1;0;0;;;;;;;;;;;;3;;;67;;;;7;1;;;45.0;0.044444444444444446;0.15555555555555556;2;0.044444444444444446;0.6666666666666666;0.04;0.1891891891891892;0.043478260869565216;;;9.700.000.000.000.000;0.21555555555555558;0.13472222222222224;Pivot
0;;;9;;;;;8;1;0;;;;;;;;;;;;18;;;50;;;;0;2;;;26.999.999.999.999.900;0.33333333333333337;0.0;8;0.29629629629629634;0.4444444444444444;0.2571428571428571;0.0;0.27586206896551724;;;5.4;0.20000000000000004;0.1700787401574803;Wing
0;;;10;;;;;4;2;1;;;;;;;;;;;;17;;;59;;;;0;0;;;3.483.333.333.333.330;0.2870813397129187;0.0;8;0.22966507177033496;0.47058823529411764;0.2857142857142857;0.0;0.27586206896551724;;;6.95;0.1995215311004785;0.21889763779527557;Wing
0;;;1;;;;;2;0;1;;;;;;;;;;;;4;;;25;;;;2;4;;;30.0;0.03333333333333333;0.06666666666666667;1;0.03333333333333333;0.25;0.02857142857142857;0.09090909090909091;0.034482758620689655;;;0.75;0.025;0.023622047244094484;Pivot
0;;;2;;;;;5;0;0;;;;;;;;;;;;7;;;29;;;;10;5;;;45.0;0.044444444444444446;0.2222222222222222;2;0.044444444444444446;0.2857142857142857;0.05714285714285714;0.45454545454545453;0.06896551724137931;;;10.5;0.23333333333333334;0.3307086614173228;Pivot
0;;;2;;;;;7;0;1;;;;;;;;;;;;10;;;20;;;;5;10;;;45.0;0.044444444444444446;0.1111111111111111;2;0.044444444444444446;0.2;0.05714285714285714;0.22727272727272727;0.06896551724137931;;;13.499.999.999.999.900;0.029999999999999992;0.042519685039370064;Wing
0;;;6;;;;;3;1;1;;;;;;;;;;;;11;;;55;;;;2;3;;;43.166.666.666.666.600;0.138996138996139;0.04633204633204634;5;0.11583011583011583;0.45454545454545453;0.17142857142857143;0.09090909090909091;0.1724137931034483;;;5.050.000.000.000.000;0.11698841698841701;0.15905511811023623;Wing
1;;;0;;;;;1;0;1;;;;;;;;;;;;2;;;0;;;;0;0;;;21.166.666.666.666.600;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;;-0.45;-0.021259842519685043;-0.014173228346456691;Pivot
1;;;0;;;;;2;1;0;;;;;;;;;;;;3;;;0;;;;1;1;;;23.833.333.333.333.300;0.0;0.04195804195804195;-1;-0.04195804195804195;-0.3333333333333333;0.0;0.045454545454545456;-0.034482758620689655;;;-0.7;-0.029370629370629366;-0.022047244094488185;Pivot
0;;;5;;;;;5;1;0;;;;;;;;;;;;11;;;45;;;;2;5;;;45.0;0.1111111111111111;0.044444444444444446;4;0.08888888888888889;0.36363636363636365;0.14285714285714285;0.09090909090909091;0.13793103448275862;;;2.9;0.06444444444444444;0.09133858267716534;Wing
0;;;10;;;;;10;0;1;;;;;;;;;;;;21;;;48;;;;3;2;;;45.0;0.2222222222222222;0.06666666666666667;10;0.2222222222222222;0.47619047619047616;0.2564102564102564;0.15789473684210525;0.2631578947368421;;;10.35;0.22999999999999998;0.26235741444866917;Wing
0;;;11;;;;;6;0;1;;;;;;;;;;;;18;;;61;;;;1;4;;;35.0;0.3142857142857143;0.02857142857142857;11;0.3142857142857143;0.6111111111111112;0.28205128205128205;0.05263157894736842;0.2894736842105263;;;8.75;0.25;0.2217997465145754;Wing
0;;;7;;;;;3;0;5;;;;;;;;;;;;15;;;47;;;;6;2;;;35.833.333.333.333.300;0.19534883720930232;0.16744186046511628;7;0.19534883720930232;0.4666666666666667;0.1794871794871795;0.3157894736842105;0.18421052631578946;;;11.35;0.3167441860465116;0.2877059569074778;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;2;2;;;3.433.333.333.333.330;0.0;0.05825242718446603;0;0.0;;0.0;0.10526315789473684;0.0;;;1.4;0.040776699029126215;0.03548795944233206;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;5;;;30.0;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-2.5;-0.08333333333333333;-0.06337135614702154;Pivot
0;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;1;3;;;30.0;0.0;0.03333333333333333;0;0.0;0.0;0.0;0.05263157894736842;0.0;;;-0.5;-0.016666666666666666;-0.012674271229404309;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;1;1;;;25.0;0.0;0.04;0;0.0;;0.0;0.05263157894736842;0.0;;;0.7;0.027999999999999997;0.01774397972116603;Pivot
0;;;2;;;;;3;0;0;;;;;;;;;;;;5;;;40;;;;1;2;;;15.0;0.13333333333333333;0.06666666666666667;2;0.13333333333333333;0.4;0.05128205128205128;0.05263157894736842;0.05263157894736842;;;15.999.999.999.999.900;0.10666666666666666;0.04055766793409378;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;5;;;10.666.666.666.666.600;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-2.5;-0.23437499999999997;-0.06337135614702154;Pivot
0;;;8;;;;;3;1;0;;;;;;;;;;;;12;;;67;;;;4;0;;;39.166.666.666.666.600;0.2042553191489362;0.1021276595744681;7;0.17872340425531916;0.5833333333333334;0.20512820512820512;0.21052631578947367;0.18421052631578946;;;11.2;0.28595744680851065;0.2839036755386565;Wing
0;;;1;;;;;2;0;0;;;;;;;;;;;;3;;;33;;;;0;2;;;15.0;0.06666666666666667;0.0;1;0.06666666666666667;0.3333333333333333;0.02564102564102564;0.0;0.02631578947368421;;;-0.4;-0.02666666666666667;-0.010139416983523447;Pivot
0;;;13;;;;;6;1;1;;;;;;;;;;;;21;;;62;;;;2;4;;;45.0;0.28888888888888886;0.044444444444444446;12;0.26666666666666666;0.5714285714285714;0.24074074074074073;0.07142857142857142;0.25;;;10.950.000.000.000.000;0.24333333333333335;0.1771844660194175;Wing
0;;;3;;;;;2;0;0;;;;;;;;;;;;5;;;60;;;;4;0;;;45.0;0.06666666666666667;0.08888888888888889;3;0.06666666666666667;0.6;0.05555555555555555;0.14285714285714285;0.0625;;;7.4;0.16444444444444445;0.1197411003236246;Pivot
0;;;2;;;;;1;1;0;;;;;;;;;;;;4;;;50;;;;0;7;;;19.416.666.666.666.600;0.10300429184549358;0.0;1;0.05150214592274679;0.25;0.037037037037037035;0.0;0.020833333333333332;;;-2.7;-0.13905579399141635;-0.04368932038834952;Pivot
0;;;7;;;;;2;1;0;;;;;;;;;;;;10;;;70;;;;8;4;;;40.583.333.333.333.300;0.17248459958932238;0.19712525667351127;6;0.14784394250513347;0.6;0.12962962962962962;0.2857142857142857;0.125;;;13.2;0.3252566735112936;0.21359223300970873;Wing
0;;;12;;;;;1;1;0;;;;;;;;;;;;14;;;86;;;;6;2;;;45.0;0.26666666666666666;0.13333333333333333;11;0.24444444444444444;0.7857142857142857;0.2222222222222222;0.21428571428571427;0.22916666666666666;;;17.0;0.37777777777777777;0.2750809061488673;Wing
0;;;6;;;;;3;1;2;;;;;;;;;;;;12;;;50;;;;3;8;;;30.0;0.2;0.1;5;0.16666666666666666;0.4166666666666667;0.1111111111111111;0.10714285714285714;0.10416666666666667;;;34.999.999.999.999.900;0.11666666666666665;0.056634304207119734;Wing
1;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;1;1;;;15.0;0.0;0.06666666666666667;0;0.0;0.0;0.0;0.03571428571428571;0.0;;;0.5;0.03333333333333333;0.008090614886731393;Pivot
1;;;3;;;;;1;0;0;;;;;;;;;;;;4;;;75;;;;2;1;;;30.0;0.1;0.06666666666666667;3;0.1;0.75;0.05555555555555555;0.07142857142857142;0.0625;;;4.699.999.999.999.990;0.15666666666666665;0.07605177993527508;Pivot
0;;;8;;;;;2;1;1;;;;;;;;;;;;12;;;67;;;;2;3;;;45.0;0.17777777777777778;0.044444444444444446;7;0.15555555555555556;0.5833333333333334;0.14814814814814814;0.07142857142857142;0.14583333333333334;;;7.25;0.16111111111111112;0.11731391585760519;Wing
0;;;4;;;;;1;0;0;;;;;;;;;;;;5;;;80;;;;14;2;;;3.666.666.666.666.660;0.10909090909090907;0.3818181818181818;4;0.10909090909090907;0.8;0.07547169811320754;0.35;0.0784313725490196;;;19.6;0.5345454545454545;0.23208999407933695;Pivot
0;;;4;;;;;5;1;1;;;;;;;;;;;;11;;;36;;;;2;3;;;27.499.999.999.999.900;0.14545454545454548;0.07272727272727274;3;0.1090909090909091;0.2727272727272727;0.07547169811320754;0.05;0.058823529411764705;;;2.65;0.09636363636363637;0.03137951450562463;Wing
0;;;8;;;;;4;0;0;;;;;;;;;;;;12;;;67;;;;4;0;;;31.499.999.999.999.900;0.253968253968254;0.126984126984127;8;0.253968253968254;0.6666666666666666;0.1509433962264151;0.1;0.1568627450980392;;;12.0;0.38095238095238104;0.14209591474245117;Wing
0;;;4;;;;;1;0;0;;;;;;;;;;;;5;;;80;;;;1;3;;;15.0;0.26666666666666666;0.06666666666666667;4;0.26666666666666666;0.8;0.07547169811320754;0.025;0.0784313725490196;;;3.5;0.23333333333333334;0.04144464179988159;Wing
0;;;13;;;;;2;0;1;;;;;;;;;;;;16;;;81;;;;5;2;;;30.0;0.43333333333333335;0.16666666666666666;13;0.43333333333333335;0.8125;0.24528301886792453;0.125;0.2549019607843137;;;17.35;0.5783333333333334;0.20544701006512733;Wing
0;;;8;;;;;5;0;1;;;;;;;;;;;;14;;;57;;;;3;4;;;3.733.333.333.333.330;0.2142857142857143;0.08035714285714286;8;0.2142857142857143;0.5714285714285714;0.1509433962264151;0.075;0.1568627450980392;;;8.35;0.2236607142857143;0.09887507400828893;Wing
0;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;6;1;;;4.016.666.666.666.660;0.0;0.14937759336099582;0;0.0;;0.0;0.15;0.0;;;6.699.999.999.999.990;0.166804979253112;0.0793368857312019;Pivot
0;;;8;;;;;3;0;0;;;;;;;;;;;;11;;;73;;;;1;1;;;33.5;0.23880597014925373;0.029850746268656716;8;0.23880597014925373;0.7272727272727273;0.1509433962264151;0.025;0.1568627450980392;;;8.1;0.2417910447761194;0.09591474245115454;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;3;0;;;45.0;0.0;0.06666666666666667;0;0.0;;0.0;0.075;0.0;;;35.999.999.999.999.900;0.07999999999999999;0.04262877442273535;Pivot
0;;;4;;;;;3;1;0;;;;;;;;;;;;8;;;50;;;;1;2;;;18.333.333.333.333.300;0.2181818181818182;0.05454545454545455;3;0.16363636363636364;0.375;0.07547169811320754;0.025;0.058823529411764705;;;25.999.999.999.999.900;0.14181818181818182;0.03078744819419775;Wing
0;;;5;;;;;11;3;0;;;;;;;;;;;;19;;;26;;;;5;3;;;45;0.1111111111111111;0.1111111111111111;2;0.044444444444444446;0.10526315789473684;0.1282051282051282;0.20833333333333334;0.06451612903225806;;;4.3;0.09555555555555555;0.09930715935334873;Wing
0;;;9;;;;;6;4;1;;;;;;;;;;;;20;;;45;;;;2;1;;;45;0.2;0.044444444444444446;5;0.1111111111111111;0.25;0.23076923076923078;0.08333333333333333;0.16129032258064516;;;5.449.999.999.999.990;0.1211111111111111;0.1258660508083141;Wing
0;;;8;;;;;8;0;2;;;;;;;;;;;;18;;;44;;;;4;3;;;45;0.17777777777777778;0.08888888888888889;8;0.17777777777777778;0.4444444444444444;0.20512820512820512;0.16666666666666666;0.25806451612903225;;;9.2;0.20444444444444443;0.21247113163972287;Wing
0;;;8;;;;;9;0;1;;;;;;;;;;;;18;;;44;;;;2;3;;;45;0.17777777777777778;0.044444444444444446;8;0.17777777777777778;0.4444444444444444;0.20512820512820512;0.08333333333333333;0.25806451612903225;;;6.85;0.1522222222222222;0.1581986143187067;Wing
0;;;8;;;;;3;0;1;;;;;;;;;;;;12;;;67;;;;1;3;;;45;0.17777777777777778;0.022222222222222223;8;0.17777777777777778;0.6666666666666666;0.20512820512820512;0.041666666666666664;0.25806451612903225;;;68.500.000.000.000.000;0.15222222222222223;0.15819861431870672;Wing
1;;;1;;;;;3;1;1;;;;;;;;;;;;6;;;17;;;;10;1;;;45;0.022222222222222223;0.2222222222222222;0;0.0;0.0;0.02564102564102564;0.4166666666666667;0.0;;;10.65;0.23666666666666666;0.24595842956120095;Pivot
0;;;4;;;;;0;0;0;;;;;;;;;;;;4;;;100;;;;9;2;;;45.0;0.08888888888888889;0.2;4;0.08888888888888889;1.0;0.07272727272727272;0.20930232558139536;0.0784313725490196;;;13.799.999.999.999.900;0.30666666666666664;0.15898617511520738;Pivot
0;;;6;;;;;7;0;0;;;;;;;;;;;;13;;;46;;;;6;3;;;3.233.333.333.333.330;0.18556701030927839;0.18556701030927839;6;0.18556701030927839;0.46153846153846156;0.10909090909090909;0.13953488372093023;0.11764705882352941;;;10.299.999.999.999.900;0.31855670103092787;0.11866359447004607;Wing
0;;;15;;;;;2;1;2;;;;;;;;;;;;20;;;75;;;;3;1;;;3.299.999.999.999.990;0.45454545454545464;0.09090909090909093;14;0.4242424242424243;0.7;0.2727272727272727;0.06976744186046512;0.27450980392156865;;;16.2;0.490909090909091;0.18663594470046083;Wing
0;;;11;;;;;4;1;0;;;;;;;;;;;;16;;;69;;;;2;3;;;30.666.666.666.666.600;0.3586956521739131;0.06521739130434782;10;0.32608695652173914;0.625;0.2;0.046511627906976744;0.19607843137254902;;;10.1;0.32934782608695656;0.11635944700460829;Wing
0;;;2;;;;;5;0;0;;;;;;;;;;;;7;;;29;;;;0;0;;;1.233.333.333.333.330;0.1621621621621622;0.0;2;0.1621621621621622;0.2857142857142857;0.03636363636363636;0.0;0.0392156862745098;;;1.0;0.0810810810810811;0.01152073732718894;Wing
0;;;10;;;;;6;0;0;;;;;;;;;;;;16;;;63;;;;1;1;;;33.333.333.333.333.300;0.3;0.03;10;0.3;0.625;0.18181818181818182;0.023255813953488372;0.19607843137254902;;;9.5;0.285;0.10944700460829493;Wing
0;;;1;;;;;1;0;0;;;;;;;;;;;;2;;;50;;;;15;1;;;45.0;0.022222222222222223;0.3333333333333333;1;0.022222222222222223;0.5;0.01818181818181818;0.3488372093023256;0.0196078431372549;;;18.3;0.4066666666666667;0.2108294930875576;Pivot
0;;;3;;;;;2;1;0;;;;;;;;;;;;6;;;50;;;;1;2;;;24.333.333.333.333.300;0.12328767123287672;0.04109589041095891;2;0.08219178082191782;0.3333333333333333;0.05454545454545454;0.023255813953488372;0.0392156862745098;;;1.8;0.07397260273972603;0.020737327188940093;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;6;5;;;45.0;0.0;0.13333333333333333;0;0.0;;0.0;0.13953488372093023;0.0;;;4.699.999.999.999.990;0.10444444444444442;0.05414746543778801;Pivot
0;;;3;;;;;2;1;0;;;;;;;;;;;;6;;;50;;;;0;1;;;14.0;0.21428571428571427;0.0;2;0.14285714285714285;0.3333333333333333;0.05454545454545454;0.0;0.0392156862745098;;;1.1;0.07857142857142858;0.012672811059907835;Wing
0;;;7;;;;;8;0;1;;;;;;;;;;;;16;;;44;;;;3;6;;;45;0.15555555555555556;0.06666666666666667;7;0.15555555555555556;0.4375;0.1794871794871795;0.10344827586206896;0.2;;;5.75;0.12777777777777777;0.11454183266932273;Wing
0;;;3;;;;;9;0;1;;;;;;;;;;;;13;;;23;;;;8;4;;;45;0.06666666666666667;0.17777777777777778;3;0.06666666666666667;0.23076923076923078;0.07692307692307693;0.27586206896551724;0.08571428571428572;;;8.549.999.999.999.990;0.18999999999999997;0.1703187250996016;Wing
0;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;2;;;45;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-1.0;-0.022222222222222223;-0.019920318725099605;Pivot
0;;;13;;;;;14;1;0;;;;;;;;;;;;28;;;46;;;;8;3;;;45;0.28888888888888886;0.17777777777777778;12;0.26666666666666666;0.42857142857142855;0.3333333333333333;0.27586206896551724;0.34285714285714286;;;17.299.999.999.999.900;0.38444444444444437;0.34462151394422313;Wing
0;;;14;;;;;5;2;2;;;;;;;;;;;;23;;;61;;;;2;2;;;45;0.3111111111111111;0.044444444444444446;12;0.26666666666666666;0.5217391304347826;0.358974358974359;0.06896551724137931;0.34285714285714286;;;11.9;0.2644444444444444;0.23705179282868533;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;6;2;;;45;0.0;0.13333333333333333;0;0.0;;0.0;0.20689655172413793;0.0;;;6.199.999.999.999.990;0.13777777777777775;0.12350597609561755;Pivot
0;;;2;;;;;7;1;0;;;;;;;;;;;;10;;;20;;;;2;1;;;45;0.044444444444444446;0.044444444444444446;1;0.022222222222222223;0.1;0.05128205128205128;0.06896551724137931;0.02857142857142857;;;14.999.999.999.999.900;0.033333333333333326;0.029880478087649404;Wing
0;;;7;;;;;9;0;1;;;;;;;;;;;;17;;;41;;;;0;2;;;32.25;0.21705426356589147;0.0;7;0.21705426356589147;0.4117647058823529;0.19444444444444445;0.0;0.22580645161290322;;;3.95;0.12248062015503877;0.1219135802469136;Wing
0;;;9;;;;;5;1;4;;;;;;;;;;;;19;;;47;;;;0;3;;;4.274.999.999.999.990;0.21052631578947373;0.0;8;0.18713450292397663;0.42105263157894735;0.25;0.0;0.25806451612903225;;;4.5;0.10526315789473686;0.1388888888888889;Wing
0;;;12;;;;;8;1;0;;;;;;;;;;;;21;;;57;;;;8;0;;;45.0;0.26666666666666666;0.17777777777777778;11;0.24444444444444444;0.5238095238095238;0.3333333333333333;0.42105263157894735;0.3548387096774194;;;19.0;0.4222222222222222;0.5864197530864198;Wing
1;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;0;3;;;20.666.666.666.666.600;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;;-1.7;-0.08225806451612902;-0.05246913580246914;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;6;6;;;34.0;0.0;0.17647058823529413;0;0.0;;0.0;0.3157894736842105;0.0;;;4.199.999.999.999.990;0.12352941176470586;0.12962962962962962;Pivot
0;;;1;;;;;2;0;0;;;;;;;;;;;;3;;;33;;;;2;2;;;30.0;0.03333333333333333;0.06666666666666667;1;0.03333333333333333;0.3333333333333333;0.027777777777777776;0.10526315789473684;0.03225806451612903;;;2.0;0.06666666666666667;0.0617283950617284;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;1;1;;;16.499.999.999.999.900;0.0;0.06060606060606062;0;0.0;;0.0;0.05263157894736842;0.0;;;0.7;0.042424242424242434;0.021604938271604937;Pivot
0;;;1;;;;;1;1;1;;;;;;;;;;;;4;;;25;;;;0;3;;;30.0;0.03333333333333333;0.0;0;0.0;0.0;0.027777777777777776;0.0;0.0;;;-1.95;-0.065;-0.06018518518518519;Wing
1;;;0;;;;;1;1;0;;;;;;;;;;;;2;;;0;;;;1;2;;;24.5;0.0;0.04081632653061224;-1;-0.04081632653061224;-0.5;0.0;0.05263157894736842;-0.03225806451612903;;;-10.000.000.000.000.000;-0.040816326530612256;-0.030864197530864206;Pivot
0;;;6;;;;;5;1;0;;;;;;;;;;;;12;;;50;;;;1;5;;;3.933.333.333.333.330;0.15254237288135594;0.025423728813559324;5;0.12711864406779663;0.4166666666666667;0.16666666666666666;0.05263157894736842;0.16129032258064516;;;2.7;0.06864406779661018;0.08333333333333334;Wing
0;;;15;;;;;3;1;0;;;;;;;;;;;;19;;;79;;;;5;2;;;45;0.3333333333333333;0.1111111111111111;14;0.3111111111111111;0.7368421052631579;0.25;0.15625;0.2641509433962264;;;18.4;0.40888888888888886;0.23409669211195924;Wing
0;;;15;;;;;6;0;1;;;;;;;;;;;;22;;;68;;;;4;4;;;45;0.3333333333333333;0.08888888888888889;15;0.3333333333333333;0.6818181818181818;0.25;0.125;0.2830188679245283;;;16.35;0.36333333333333334;0.2080152671755725;Wing
0;;;11;;;;;3;1;1;;;;;;;;;;;;16;;;69;;;;13;3;;;45;0.24444444444444444;0.28888888888888886;10;0.2222222222222222;0.625;0.18333333333333332;0.40625;0.18867924528301888;;;23.25;0.5166666666666667;0.2958015267175572;Wing
0;;;9;;;;;2;0;0;;;;;;;;;;;;11;;;82;;;;4;2;;;45;0.2;0.08888888888888889;9;0.2;0.8181818181818182;0.15;0.125;0.16981132075471697;;;12.399.999.999.999.900;0.2755555555555555;0.15776081424936383;Wing
0;;;5;;;;;3;3;1;;;;;;;;;;;;12;;;42;;;;4;2;;;45;0.1111111111111111;0.08888888888888889;2;0.044444444444444446;0.16666666666666666;0.08333333333333333;0.125;0.03773584905660377;;;4.949.999.999.999.990;0.10999999999999999;0.0629770992366412;Wing
1;;;5;;;;;2;2;1;;;;;;;;;;;;10;;;50;;;;2;3;;;45;0.1111111111111111;0.044444444444444446;3;0.06666666666666667;0.3;0.08333333333333333;0.0625;0.05660377358490566;;;3.25;0.07222222222222222;0.04134860050890585;Wing
0;;;8;;;;;12;2;2;;;;;;;;;;;;24;;;33;;;;1;3;;;34.75;0.2302158273381295;0.02877697841726619;6;0.17266187050359713;0.25;0.22857142857142856;0.05;0.23076923076923078;;;2.8;0.08057553956834532;0.10071942446043165;Wing
0;;;11;;;;;10;2;0;;;;;;;;;;;;23;;;48;;;;0;4;;;36.416.666.666.666.600;0.30205949656750575;0.0;9;0.2471395881006865;0.391304347826087;0.3142857142857143;0.0;0.34615384615384615;;;5.0;0.13729977116704806;0.1798561151079137;Wing
0;;;9;;;;;6;3;2;;;;;;;;;;;;20;;;45;;;;9;2;;;39.666.666.666.666.600;0.22689075630252103;0.22689075630252103;6;0.1512605042016807;0.3;0.2571428571428571;0.45;0.23076923076923078;;;14.099.999.999.999.900;0.35546218487394954;0.5071942446043165;Wing
1;;;0;;;;;2;0;0;;;;;;;;;;;;2;;;0;;;;3;0;;;26.499.999.999.999.900;0.0;0.11320754716981134;0;0.0;0.0;0.0;0.15;0.0;;;31.999.999.999.999.900;0.12075471698113208;0.11510791366906475;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;1;3;;;30.0;0.0;0.03333333333333333;0;0.0;;0.0;0.05;0.0;;;-0.30000000000000004;-0.010000000000000002;-0.010791366906474822;Pivot
0;;;0;;;;;1;1;1;;;;;;;;;;;;3;;;0;;;;2;7;;;30.0;0.0;0.06666666666666667;-1;-0.03333333333333333;-0.3333333333333333;0.0;0.1;-0.038461538461538464;;;-25.500.000.000.000.000;-0.085;-0.09172661870503598;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;2;;;30.0;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-1.0;-0.03333333333333333;-0.03597122302158274;Pivot
0;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;0;3;;;20.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;;-1.7;-0.08499999999999999;-0.06115107913669065;Pivot
1;;;1;;;;;0;0;0;;;;;;;;;;;;1;;;100;;;;2;3;;;32.333.333.333.333.300;0.03092783505154639;0.06185567010309278;1;0.03092783505154639;1.0;0.02857142857142857;0.1;0.038461538461538464;;;1.9;0.05876288659793814;0.0683453237410072;Pivot
0;;;6;;;;;4;1;1;;;;;;;;;;;;12;;;50;;;;2;0;;;35.333.333.333.333.300;0.16981132075471697;0.056603773584905655;5;0.14150943396226415;0.4166666666666667;0.17142857142857143;0.1;0.19230769230769232;;;6.35;0.17971698113207546;0.22841726618705038;Wing
0;;;11;;;;;5;1;0;;;;;;;;;;;;17;;;65;;;;8;2;;;45;0.24444444444444444;0.17777777777777778;10;0.2222222222222222;0.5882352941176471;0.171875;0.2222222222222222;0.16666666666666666;;;17.6;0.39111111111111113;0.19675796534376752;Wing
0;;;10;;;;;7;0;0;;;;;;;;;;;;17;;;59;;;;9;2;;;45;0.2222222222222222;0.2;10;0.2222222222222222;0.5882352941176471;0.15625;0.25;0.16666666666666666;;;18.4;0.40888888888888886;0.20570150922302963;Wing
0;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;6;;;45;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-3.0;-0.06666666666666667;-0.0335382895472331;Pivot
0;;;23;;;;;4;2;0;;;;;;;;;;;;29;;;79;;;;7;3;;;45;0.5111111111111111;0.15555555555555556;21;0.4666666666666667;0.7241379310344828;0.359375;0.19444444444444445;0.35;;;27.1;0.6022222222222222;0.3029625489100056;Wing
0;;;10;;;;;1;1;1;;;;;;;;;;;;13;;;77;;;;6;2;;;45;0.2222222222222222;0.13333333333333333;9;0.2;0.6923076923076923;0.15625;0.16666666666666666;0.15;;;14.75;0.3277777777777778;0.16489659027389605;Wing
1;;;1;;;;;0;0;0;;;;;;;;;;;;1;;;100;;;;4;2;;;45;0.022222222222222223;0.08888888888888889;1;0.022222222222222223;1.0;0.015625;0.1111111111111111;0.016666666666666666;;;4.8;0.10666666666666666;0.053661263275572954;Pivot
0;;;9;;;;;3;0;0;;;;;;;;;;;;12;;;75;;;;2;2;;;45;0.2;0.044444444444444446;9;0.2;0.75;0.140625;0.05555555555555555;0.15;;;9.8;0.2177777777777778;0.10955841252096145;Wing
0;;;2;;;;;0;0;1;;;;;;;;;;;;3;;;67;;;;5;4;;;3.808.333.333.333.330;0.052516411378555804;0.1312910284463895;2;0.052516411378555804;0.6666666666666666;0.041666666666666664;0.1388888888888889;0.045454545454545456;;;5.75;0.15098468271334795;0.08524833209785028;Pivot
0;;;9;;;;;0;1;0;;;;;;;;;;;;10;;;90;;;;2;2;;;32.583.333.333.333.300;0.27621483375959077;0.06138107416879795;8;0.2455242966751918;0.8;0.1875;0.05555555555555555;0.18181818181818182;;;9.4;0.2884910485933504;0.13936249073387696;Wing
0;;;9;;;;;1;3;1;;;;;;;;;;;;14;;;64;;;;9;5;;;38.5;0.23376623376623376;0.23376623376623376;6;0.15584415584415584;0.42857142857142855;0.1875;0.25;0.13636363636363635;;;13.849.999.999.999.900;0.3597402597402597;0.20533728687916974;Wing
0;;;5;;;;;1;0;1;;;;;;;;;;;;7;;;71;;;;1;9;;;28.916.666.666.666.600;0.1729106628242075;0.0345821325648415;5;0.1729106628242075;0.7142857142857143;0.10416666666666667;0.027777777777777776;0.11363636363636363;;;12.499.999.999.999.900;0.04322766570605187;0.018532246108228317;Wing
0;;;10;;;;;2;0;3;;;;;;;;;;;;15;;;67;;;;1;1;;;24.916.666.666.666.600;0.40133779264214053;0.04013377926421405;10;0.40133779264214053;0.6666666666666666;0.20833333333333334;0.027777777777777776;0.22727272727272727;;;9.549.999.999.999.990;0.3832775919732441;0.14158636026686436;Wing
0;;;6;;;;;4;0;1;;;;;;;;;;;;11;;;55;;;;1;3;;;2.983.333.333.333.330;0.20111731843575423;0.033519553072625705;6;0.20111731843575423;0.5454545454545454;0.125;0.027777777777777776;0.13636363636363635;;;4.65;0.15586592178770953;0.06893995552260936;Wing
